CODIGO	EXTENSAO	CATEGORIA	NOME_CURTO	NOME_OFICIAL	VIGENTE_DESDE
1843		DIVIDA_ATIVA	Contribuição do Plano de Seguridade Social do Servidor Público - CPSS - Patronal	R D Ativa - Contribuição do Plano de Seguridade Social do Servidor Público - CPSS - Patronal	05/10/2010
1894		DIVIDA_ATIVA	Adicional ao Frete para Renovação da Marinha Mercante	Receita Dívida Ativa - Adicional ao Frete para Renovação da Marinha Mercante	—
1905		DIVIDA_ATIVA	Honorários Advocatícios de Sucumbência	R D Ativa - Honorários Advocatícios de Sucumbência	09/09/2010
1911		DIVIDA_ATIVA	Contribuição do Plano de Seguridade Social do Servidor Público - CPSS - Não Patr	R D Ativa - Contribuição do Plano de Seguridade Social do Servidor Público - CPSS - Não Patronal	05/10/2010
2009		DIVIDA_ATIVA	Multa Processual Penal - Tribunal de Justiça do Distrito Federal e Territórios	R D Ativa - Multa Processual Penal - Tribunal de Justiça do Distrito Federal e Territórios	20/01/2011
2015		DIVIDA_ATIVA	Crédito Rural Securitização	R D Ativa - Crédito Rural Securitização	31/03/2011
2021		DIVIDA_ATIVA	Crédito Rural - Programa Especial de Saneamento de Ativos - Pesa	R D Ativa - Crédito Rural - Programa Especial de Saneamento de Ativos - Pesa	31/03/2011
2038		DIVIDA_ATIVA	Crédito Rural - Programa de Desenvolvimento do Cerrado - Prodecer II	R D Ativa - Crédito Rural - Programa de Desenvolvimento do Cerrado - Prodecer II	31/03/2011
2044		DIVIDA_ATIVA	Crédito Rural - Programa Nacional de Fortalecimento da Agricultura Familiar - Pr	R D Ativa - Crédito Rural - Programa Nacional de Fortalecimento da Agricultura Familiar - Pronaf	31/03/2011
2067		DIVIDA_ATIVA	Crédito Rural - Programa de Recuperação da Lavoura Cacaueira Baiana	R D Ativa - Crédito Rural - Programa de Recuperação da Lavoura Cacaueira Baiana	31/03/2011
2129		DIVIDA_ATIVA	Taxa Fisc Telecom	R D Ativa - Taxa Fisc Telecom	—
2157		DIVIDA_ATIVA	ITR e Receitas Vinculadas - Exercício de 1996 e Anteriores	Receita de Dívida Ativa - ITR e Receitas Vinculadas - Exercício de 1996 e Anteriores	—
2294		DIVIDA_ATIVA	SPU	Receita Dívida Ativa - SPU	—
2687		DIVIDA_ATIVA	Multas Previstas na Legislação sobre Defesa de Direitos Difusos	R D Ativa - Multas Previstas na Legislação sobre Defesa de Direitos Difusos	20/12/2005
2865		DIVIDA_ATIVA	Crédito Rural - Programa de Revitalização de Cooperativas de Produção Agropecuár	R D Ativa - Crédito Rural - Programa de Revitalização de Cooperativas de Produção Agropecuária - Recoop	15/06/2011
2871		DIVIDA_ATIVA	Multa Polícia Federal - Controle e Fiscalização de Produtos Químicos	R D Ativa - Multa Polícia Federal - Controle e Fiscalização de Produtos Químicos	01/08/2011
2888		DIVIDA_ATIVA	Multas Diversas - Secretaria do Patrimônio Público	R D Ativa - Multas Diversas - Secretaria do Patrimônio Público	01/08/2011
2894		DIVIDA_ATIVA	Fundo de Investimentos Setoriais - Fiset - Florestamento e Reflorestamento	R D Ativa - Fundo de Investimentos Setoriais - Fiset - Florestamento e Reflorestamento	01/08/2011
3134		DIVIDA_ATIVA	IRPJ - Lançado de Ofício - Simples Nacional	R D Ativa - IRPJ - Lançado de Ofício - Simples Nacional	22/03/2012
3140		DIVIDA_ATIVA	CSLL - Lançado de Ofício - Simples Nacional	R D Ativa - CSLL - Lançado de Ofício - Simples Nacional	22/03/2012
3157		DIVIDA_ATIVA	Cofins - Lançado de Ofício - Simples Nacional	R D Ativa - Cofins - Lançado de Ofício - Simples Nacional	22/03/2012
3163		DIVIDA_ATIVA	PIS - Lançado de Ofício - Simples Nacional	R D Ativa - PIS - Lançado de Ofício - Simples Nacional	22/03/2012
3186		DIVIDA_ATIVA	IPI - Lançado de Ofício - Simples Nacional	R D Ativa - IPI - Lançado de Ofício - Simples Nacional	22/03/2012
3192		DIVIDA_ATIVA	Contribuição Previdenciária Patronal - Lançado de Ofício - Simples Nacional	R D Ativa - Contribuição Previdenciária Patronal - Lançado de Ofício - Simples Nacional	22/03/2012
3202		DIVIDA_ATIVA	Contribuição Previdenciária Sobre Receita Bruta	R D Ativa - Contribuição Previdenciária Sobre Receita Bruta	19/07/2012
3290		DIVIDA_ATIVA	Multa Destinada ao Fundo de Amparo ao Trabalhador - FAT	R D Ativa - Multa Destinada ao Fundo de Amparo ao Trabalhador - FAT	11/10/2012
3339		DIVIDA_ATIVA	Pagamento Unificado - Incorporações - Programa Minha Casa, Minha Vida - PMCMV	R D Ativa - Pagamento Unificado - Incorporações - Programa Minha Casa, Minha Vida - PMCMV	13/11/2012
3368		DIVIDA_ATIVA	Pagamento Unificado - Construções - Programa Minha Casa, Minha Vida - PMCMV	R D Ativa - Pagamento Unificado - Construções - Programa Minha Casa, Minha Vida - PMCMV	13/11/2012
3527		DIVIDA_ATIVA	Imposto Importação	Receita Dívida Ativa - Imposto Importação	—
3543		DIVIDA_ATIVA	IRPF	Receita Dívida Ativa - IRPF	—
3551		DIVIDA_ATIVA	IRPJ	Receita Dívida Ativa - IRPJ	—
3560		DIVIDA_ATIVA	IRRF	Receita Dívida Ativa - IRRF	—
3578		DIVIDA_ATIVA	IPI	Receita Dívida Ativa - IPI	—
3585		DIVIDA_ATIVA	Contribuição para o Funttel	R D Ativa - Contribuição para o Funttel	22/03/2013
3615		DIVIDA_ATIVA	outros Tributos - Principal	Receita Dívida Ativa - outros Tributos - Principal	—
3623		DIVIDA_ATIVA	Multa CLT	Receita Dívida Ativa - Multa CLT	—
3640		DIVIDA_ATIVA	outras	Receita Dívida Ativa - outras	—
4133		DIVIDA_ATIVA	Contribuição Previdenciária Segurados	R D Ativa - Contribuição Previdenciária Segurados	11/12/2013
4156		DIVIDA_ATIVA	Contribuição Empresa/Empregador	R D Ativa - Contribuição Empresa/Empregador	11/12/2013
4162		DIVIDA_ATIVA	Contribuição Risco Ambiental/Aposentadoria Especial	R D Ativa - Contribuição Risco Ambiental/Aposentadoria Especial	11/12/2013
4185		DIVIDA_ATIVA	Contribuição Sujeita a Retenção Previdenciária	R D Ativa - Contribuição Sujeita a Retenção Previdenciária	11/12/2013
4201		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Salário Educação	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Salário Educação	11/12/2013
4218		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizag	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Senar	11/12/2013
4224		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Instituto Nacional de Coloniza	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Instituto Nacional de Colonização e Reforma Agrária - Incra	11/12/2013
4230		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Fundo Aeroviário	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Fundo Aeroviário	11/12/2013
4253		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do En	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissional Marítimo - FDEPM	11/12/2013
4260		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizag	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transporte - Senat	11/12/2013
4263		DIVIDA_ATIVA	Ressarcimentos ao Fundo Nacional de Saúde - FNS	Receita Dívida Ativa - Ressarcimentos ao Fundo Nacional de Saúde - FNS	01/12/2004
4276		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Social de Transporte -	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest	11/12/2013
4282		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizag	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial -Senai	11/12/2013
4299		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Social da Industria - 	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi	11/12/2013
4309		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizag	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial - Senac	11/12/2013
4321		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Social do Comercio - S	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Social do Comercio - Sesc	11/12/2013
4338		DIVIDA_ATIVA	Cide - Sebrae/Apex/ABDI	R D Ativa - Cide - Sebrae/Apex/ABDI	11/12/2013
4344		DIVIDA_ATIVA	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizag	R D Ativa - Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Cooperativismo - Sescoop	11/12/2013
4350		DIVIDA_ATIVA	Multa Isolada Compensação Previdenciária Indevida	R D Ativa - Multa Isolada Compensação Previdenciária Indevida	11/12/2013
4373		DIVIDA_ATIVA	Multa Regulamentar Descumprimento de Obrigação Acessória Previdenciária	R D Ativa - Multa Regulamentar Descumprimento de Obrigação Acessória Previdenciária	11/12/2013
4380		DIVIDA_ATIVA	Glosa de Compensação Previdenciária	R D Ativa - Glosa de Compensação Previdenciária	11/12/2013
4480		DIVIDA_ATIVA	Multa por Infração ao Código Brasileiro de Aeronáutica	Receita Dívida Ativa - Multa por Infração ao Código Brasileiro de Aeronáutica	10/09/2004
4493		DIVIDA_ATIVA	Cofins	Receita Dívida Ativa - Cofins	01/01/1994
4533		DIVIDA_ATIVA	Proex	Receita Dívida Ativa - Proex	01/01/1994
4698		DIVIDA_ATIVA	Regime Especial - Pagamento Unificado - Obras em Creches e Pré-Escolas	R D Ativa - Regime Especial - Pagamento Unificado - Obras em Creches e Pré-Escolas	27/02/2014
4834		DIVIDA_ATIVA	Multa Isolada	R D Ativa - Multa Isolada	08/10/2014
5303		DIVIDA_ATIVA	Impostos Extintos	Receita Dívida Ativa - Impostos Extintos	—
5370		DIVIDA_ATIVA	Crédito Rural - STN	Receita Dívida Ativa - Crédito Rural - STN	27/07/2004
5382		DIVIDA_ATIVA	outras Multas	Receita Dívida Ativa - outras Multas	01/01/1995
5395		DIVIDA_ATIVA	Imposto Exportação	Receita Dívida Ativa - Imposto Exportação	01/01/1995
5422		DIVIDA_ATIVA	IPMF	Receita Dívida Ativa - IPMF	01/01/1995
5697		DIVIDA_ATIVA	Multa Não Tributária - RFB	Receita Dívida Ativa - Multa Não Tributária - RFB	12/09/2019
5713		DIVIDA_ATIVA	Multa Não Tributária - Departamento de Polícia Federal - Fiscalização Segurança 	Receita Dívida Ativa - Multa Não Tributária - Departamento de Polícia Federal - Fiscalização Segurança Privada	12/09/2019
5911		DIVIDA_ATIVA	Avales e Fianças - Instituto do Açúcar e do Álcool	Receita Dívida Ativa - Avales e Fianças - Instituto do Açúcar e do Álcool	01/01/1996
5978		DIVIDA_ATIVA	CPMF	Receita Dívida Ativa - CPMF	01/01/1997
6023		DIVIDA_ATIVA	Cide Combustíveis	Receita Dívida Ativa - Cide Combustíveis	19/12/2003
6082		DIVIDA_ATIVA	Cide Remessas ao Exterior	Receita Dívida Ativa - Cide Remessas ao Exterior	19/12/2003
6160		DIVIDA_ATIVA	Comaer - Receita Proveniente de Tarifas Cobradas pela Utilização de Informações 	R D Ativa - Comaer - Receita Proveniente de Tarifas Cobradas pela Utilização de Informações Aeronáuticas, Tráfego Aéreo, Meteorologia e Auxílios a Navegação Aérea	10/07/2023
6183		DIVIDA_ATIVA	Pagamento Unificado - Regime de Tributação Específica do Futebol (TEF)	R D Ativa - Pagamento Unificado - Regime de Tributação Específica do Futebol (TEF)	28/09/2023
6311		DIVIDA_ATIVA	Amortização Juros Empréstimo ao Fundo de Marinha Mercante	Receita Dívida Ativa - Amortização Juros Empréstimo ao Fundo de Marinha Mercante	01/01/1997
6485		DIVIDA_ATIVA	Condecine - Pagamento/Crédito/Emprego/Remessa/Entrega de Importâncias ao Exterio	R D Ativa - Condecine - Pagamento/Crédito/Emprego/Remessa/Entrega de Importâncias ao Exterior - Art. 32, § Único, da MP nº 2.228-1/2001	24/12/2024
6948		DIVIDA_ATIVA	Créditos Contratuais da União - STN	Receita Dívida Ativa - Créditos Contratuais da União - STN	21/05/1998
6950		DIVIDA_ATIVA	Contrato Comissão Coord Criação Cavalo Nacional (L.7291/84)	Receita Dívida Ativa - Contrato Comissão Coord Criação Cavalo Nacional (L.7291/84)	21/05/1998
7023		DIVIDA_ATIVA	Órgão Extintos, outras Obrigações Salvo IAA e Finex/Proex	Receita Dívida Ativa - Órgão Extintos, outras Obrigações Salvo IAA e Finex/Proex	27/07/1998
7064		DIVIDA_ATIVA	Funapol	Receita Dívida Ativa - Funapol	24/08/1998
7229		DIVIDA_ATIVA	Taxa Fiscalização Mercados Seguro, Capitalização e Previdência Privada	Receita Dívida Ativa - Taxa Fiscalização Mercados Seguro, Capitalização e Previdência Privada	25/06/2003
7317		DIVIDA_ATIVA	ITR - Parcelamento Lei 10.684/2003	Receita Dívida Ativa - ITR - Parcelamento Lei 10.684/2003	25/06/2003
7368		DIVIDA_ATIVA	Multa por Violação ao Código de Defesa do Consumidor	Receita da Dívida Ativa - Multa por Violação ao Código de Defesa do Consumidor	31/07/2003
7376		DIVIDA_ATIVA	Pasep - Regime Especial de Parcelamento - Lei 10.684/2003	Receita de Dívida Ativa - Pasep - Regime Especial de Parcelamento - Lei 10.684/2003	13/06/2003
7525		DIVIDA_ATIVA	Depósito Judicial Justiça Federal	Receita Dívida Ativa - Depósito Judicial Justiça Federal	26/11/1998
7616		DIVIDA_ATIVA	Empréstimo Compulsório Principal	Receita Dívida Ativa - Empréstimo Compulsório Principal	—
7739		DIVIDA_ATIVA	Parcelamento de Arrematação	Receita da Dívida Ativa - Parcelamento de Arrematação	22/11/2002
7918		DIVIDA_ATIVA	Multas da Agência Nacional do Petróleo	Receita da Dívida Ativa - Multas da Agência Nacional do Petróleo	26/02/1999
7961		DIVIDA_ATIVA	Depósito Judicial Justiça Estadual	Receita Dívida Ativa - Depósito Judicial Justiça Estadual	19/03/1999
8062		DIVIDA_ATIVA	Multas Previstas no Código Eleitoral e Leis Conexas	Receita Dívida Ativa - Multas Previstas no Código Eleitoral e Leis Conexas	30/07/1999
8470		DIVIDA_ATIVA	Multa Criminal/Justica Federal	Receita da Dívida Ativa - Multa Criminal/Justica Federal	26/05/2000
8822		DIVIDA_ATIVA	Simples	Receita de Dívida Ativa - Simples	11/07/2001
8876		DIVIDA_ATIVA	INSS Simples	Receita de Dívida Ativa - INSS Simples	11/07/2001
8891		DIVIDA_ATIVA	ICMS Simples	Receita de Dívida Ativa - ICMS Simples	11/07/2001
8900		DIVIDA_ATIVA	ITR - Exercícios de 1997 e Posteriores	Receita de Dívida Ativa - ITR - Exercícios de 1997 e Posteriores	16/07/2002
8903		DIVIDA_ATIVA	ISS Simples	Receita de Dívida Ativa - ISS Simples	11/07/2001
0041		MULTA	Atraso na Entrega da Dirf Anual-Operações Intra Orçamentárias	Multa por Atraso na Entrega da Dirf Anual-Operações Intra Orçamentárias	02/03/2007
0054		MULTA	Atraso na Entrega da Dipj-Operações Intraorçamentárias	Multa por Atraso na Entrega da Dipj-Operações Intraorçamentárias	02/03/2007
0289		MULTA	da CLT	Multa da CLT	—
0338		MULTA	Isolada Receita Direitos Antidumping e Compensatorios art. 7 Lei 9019/95	Multa Isolada Receita Direitos Antidumping e Compensatorios art. 7 Lei 9019/95	08/01/2007
0381		MULTA	Omissão/Erro na Dirf Anual	Multa por Omissão/Erro na Dirf Anual	22/11/2006
0390		MULTA	Falta ou Atraso na Entrega da Declaraçao de Informaçoes sobre Movimentaçao Finan	Multa por Falta ou Atraso na Entrega da Declaraçao de Informaçoes sobre Movimentaçao Financeira - Dimof	06/06/2008
0439		MULTA	Falta ou Atraso na Entrega da Declaraçao de Transferencia de Titularidade de Aço	Multa por Falta ou Atraso na Entrega da Declaraçao de Transferencia de Titularidade de Açoes Negociadas Fora da Bolsa - DTTA	06/06/2008
0559		MULTA	Falta ou Atraso na Entrega da Declaraçao de Rendimentos Pagos a Consultores por 	Multa por Falta ou Atraso na Entrega da Declaraçao de Rendimentos Pagos a Consultores por Organismos Internacionais - Derc	06/06/2008
0565		MULTA	Falta ou Atraso na Entrega da Declaraçao de Beneficios Fiscais - DBF	Multa por Falta ou Atraso na Entrega da Declaraçao de Beneficios Fiscais - DBF	06/06/2008
0594		MULTA	Falta ou Atraso na Entrega da Declaraçao Anual do Simples Nacional - DASN	Multa por Falta ou Atraso na Entrega da Declaraçao Anual do Simples Nacional - DASN	06/06/2008
0627		MULTA	Falta ou Atraso na Entrega da Declaraçao sobre a Utilizaçao dos Recursos em Moed	Multa por Falta ou Atraso na Entrega da Declaraçao sobre a Utilizaçao dos Recursos em Moeda Estrangeira Decorrentes do Recebimento de Exportaçoes - Derex	23/10/2008
0656		MULTA	Falta ou Atraso na Entrega da Decalaraçao de Operaçoes com Cartoes de Credito - 	Multa por Falta ou Atraso na Entrega da Decalaraçao de Operaçoes com Cartoes de Credito - Decred	23/10/2008
0662		MULTA	Falta ou Atraso na Entrega da Declaraçao sobre a Opçao de Tributaçao de Planos P	Multa por Falta ou Atraso na Entrega da Declaraçao sobre a Opçao de Tributaçao de Planos Previdenciarios - DPREV	23/10/2008
1107		MULTA	Falta ou Atraso na Entrega da GFIP	Multa por Falta ou Atraso na Entrega da GFIP	04/12/2008
1345		MULTA	Atraso Entrega DCTF	Multa Atraso Entrega DCTF	—
1376		MULTA	Falta ou Atraso na Entrega da DIF - Papel Imune	Multa por Falta ou Atraso na Entrega da DIF - Papel Imune	12/08/2009
1438		MULTA	Falta ou Atraso na Entrega da Escrituração Contábil Digital (ECD)	Multa por Falta ou Atraso na Entrega da Escrituração Contábil Digital (ECD)	13/11/2009
1506		MULTA	Atraso na Entrega da DASN - SIMEI	Multa por Atraso na Entrega da DASN - SIMEI	30/01/2010
1512		MULTA	Atraso na Entrega do Controle Fiscal Contábil de Transição - FCONT	Multa por Atraso na Entrega do Controle Fiscal Contábil de Transição - FCONT	01/04/2010
1558		MULTA	Aduaneira - Remessa Expressa	Multa Aduaneira - Remessa Expressa	01/04/2010
1607		MULTA	Aterro Irregular - SPU	Multa por Aterro Irregular - SPU	—
1626		MULTA	Atraso na Entrega da Declaração de Serviços Médicos - Dmed	Multa por Atraso na Entrega da Declaração de Serviços Médicos - Dmed	10/01/2011
1632		MULTA	Não Recolhimento da Estimativa - IRPJ	Multa por Não Recolhimento da Estimativa - IRPJ	01/06/2010
1649		MULTA	Não Recolhimento da Estimativa - CSLL	Multa por Não Recolhimento da Estimativa - CSLL	01/06/2010
1655		MULTA	do Regime Disciplinar Aplicada à Rede Arrecadadora de Receitas Previdenciárias -	Multa do Regime Disciplinar Aplicada à Rede Arrecadadora de Receitas Previdenciárias - Rarp	14/07/2010
1970		MULTA	§ 6º do Art 7º da Lei nº 12.270/2010	Multa Isolada - § 6º do Art 7º da Lei nº 12.270/2010	10/01/2011
1992		MULTA	§ 7º do Art 7º da Lei nº 12.270/2010	Multa Isolada - § 7º do Art 7º da Lei nº 12.270/2010	10/01/2011
2170		MULTA	Atraso na Entrega da Dirf Anual	Multa por Atraso na Entrega da Dirf Anual	—
2185		MULTA	Aplicada pelo Setor Aduaneiro - Sem Redução	Multa Aplicada pelo Setor Aduaneiro - Sem Redução	—
2203		MULTA	Omissão/Incorreção/Falta/Atraso na Entrega da Escrituração Fiscal Digital da Con	Multa por Omissão/Incorreção/Falta/Atraso na Entrega da Escrituração Fiscal Digital da Contrib PIS/Pasep, Contrib Financ Seg Social e Contrib Prev Incid Receita - EFD-Contribuições	15/06/2011
2398		MULTA	Isolada Compensação Previdenciária Indevida	Multa Isolada Compensação Previdenciária Indevida	01/08/2011
2408		MULTA	Regulamentar Descumprimento de Obrigação Acessória Previdenciária - Lançamento d	Multa Regulamentar Descumprimento de Obrigação Acessória Previdenciária - Lançamento de Ofício	01/08/2011
2420		MULTA	Isolada Previdenciária - Depósito Judicial	Multa Isolada Previdenciária - Depósito Judicial	01/08/2011
2654		MULTA	Isolada Previdenciária - Depósito Administrativo	Multa Isolada Previdenciária - Depósito Administrativo	01/08/2011
2877		MULTA	destinada ao Fundo de Amparo ao Trabalhador - FAT	Multa destinada ao Fundo de Amparo ao Trabalhador - FAT	—
3148		MULTA	Isolada sobre Créditos em Pedidos de Ressarcimento ou Declaração de Compensação	Multa Isolada sobre Créditos em Pedidos de Ressarcimento ou Declaração de Compensação	17/03/2006
3248		MULTA	Aduaneira - Remessa Postal	Multa Aduaneira - Remessa Postal	21/09/2012
3374		MULTA	do Regime Disciplinar Aplicada à Rede Arrecadadora do Simples Nacional - RAS	Multa do Regime Disciplinar Aplicada à Rede Arrecadadora do Simples Nacional - RAS	13/11/2012
3391		MULTA	de Outras Origens	Multa de Outras Origens	—
3397		MULTA	Administrativa por Falta de Pagamento de Lote Arrematado em Leilão	Multa Administrativa por Falta de Pagamento de Lote Arrematado em Leilão	27/11/2012
3482		MULTA	Contribuições Sociais e Imposto de Renda Retidos na Fonte - CSIRF (art. 43 L. 94	Multa Isolada - Contribuições Sociais e Imposto de Renda Retidos na Fonte - CSIRF (art. 43 L. 9430)	25/08/2005
3488		MULTA	Falta de Retenção na Fonte de Imposto ou Contribuição	Multa Por Falta de Retenção na Fonte de Imposto ou Contribuição	17/01/2013
3624		MULTA	Atraso na Entrega da Escrituração Contábil Fiscal (ECF)	Multa por Atraso na Entrega da Escrituração Contábil Fiscal (ECF)	11/06/2013
3630		MULTA	falta ou atraso na entrega da Escrituração Fiscal Digital - EFD-ICMS/IPI	Multa por falta ou atraso na entrega da Escrituração Fiscal Digital - EFD-ICMS/IPI	11/06/2013
3676		MULTA	atraso no envio de informações de Alvarás e/ou Habite-se de Obras de Construção 	Multa por atraso no envio de informações de Alvarás e/ou Habite-se de Obras de Construção Civil por parte das Prefeituras e GDF via SisobraPref à RFB	26/06/2013
3682		MULTA	Contribuições Sociais Retidas na Fonte - CSRF (art. 43 L. 9430)	Multa Isolada - Contribuições Sociais Retidas na Fonte - CSRF (art. 43 L. 9430)	25/08/2005
3738		MULTA	Multas Diversas Aplicadas pela Receita Federal, Exceto Aduaneira	Multas Diversas Aplicadas pela Receita Federal, Exceto Aduaneira	—
3864		MULTA	Atraso/Erro/Omissão - Siscoserv	Multa por Atraso/Erro/Omissão - Siscoserv	03/07/2014
4262		MULTA	do Regime Disciplinar Aplicada a Rede Arrecadadora de Receitas Federais	Multa do Regime Disciplinar Aplicada a Rede Arrecadadora de Receitas Federais	—
4288		MULTA	Nota Fiscal	Multa por Nota Fiscal	—
4406		MULTA	Atraso na Entrega do PGDAS-D	Multa por Atraso na Entrega do PGDAS-D	27/01/2014
4840		MULTA	Parcela não Restituída por Infração à Legislação - Dolo ou Má-Fé do Contribuinte	Multa - Parcela não Restituída por Infração à Legislação - Dolo ou Má-Fé do Contribuinte - Pessoa Física	08/08/2014
5132		MULTA	Falta ou Atraso na Prestação de Informação sobre Veículo/Carga Transportada/Oper	Multa por Falta ou Atraso na Prestação de Informação sobre Veículo/Carga Transportada/Operação Executada	29/05/2017
5149		MULTA	Aplicada pelo Setor Aduaneiro - Com Redução	Multa Aplicada pelo Setor Aduaneiro - Com Redução	01/01/1994
5300		MULTA	Atraso Entrega Declaração ITR	Multa Atraso Entrega Declaração ITR	01/01/1995
5320		MULTA	Atraso Entrega DIRPF	Multa Atraso Entrega DIRPF	—
5338		MULTA	Atraso Entrega DIPJ	Multa Atraso Entrega DIPJ	—
5440		MULTA	Atraso na Entrega (Maed) da DCTFWeb	Multa por Atraso na Entrega (Maed) da DCTFWeb	24/08/2016
5572		MULTA	Distribuição de Prêmio (s/Redução)	Multa Distribuição de Prêmio (s/Redução)	01/01/1995
5720		MULTA	Omissão/Incorreção/Atraso na Prestação de Informações Relativas a Operações Real	Multa por Omissão/Incorreção/Atraso na Prestação de Informações Relativas a Operações Realizadas com Criptoativos	06/12/2019
5794		MULTA	Omissão/Incorreção/Atraso na Entrega do Livro Caixa Digital do Produtor Rural (L	Multa por Omissão/Incorreção/Atraso na Entrega do Livro Caixa Digital do Produtor Rural (LCDPR)	21/07/2020
5804		MULTA	Omissão/Incorreção/Falta/Atraso na Entrega da Escrituração Fiscal Digital de Ret	Multa por Omissão/Incorreção/Falta/Atraso na Entrega da Escrituração Fiscal Digital de Retenções e Outras Informações Fiscais (EFD-Reinf)	31/07/2020
5937		MULTA	Regulamentar CSLL Suplementar	Multa Regulamentar CSLL Suplementar	01/01/1996
5940		MULTA	Regulamentar IRPJ Suplementar	Multa Regulamentar IRPJ Suplementar	01/01/1996
6094		MULTA	CSLL (art. 43 L.9430)	Multa Isolada - CSLL (art. 43 L.9430)	27/04/1997
6324		MULTA	PIS/Pasep (art. 43 L.9430)	Multa Isolada - PIS/Pasep (art. 43 L.9430)	27/04/1997
6337		MULTA	Cofins (art. 43 L.9430)	Multa Isolada - Cofins (art. 43 L.9430)	27/04/1997
6340		MULTA	Imp. Importação (art. 43 L.9430)	Multa Isolada - Imp. Importação (art. 43 L.9430)	27/04/1997
6352		MULTA	IRPF (art. 43 L.9430)	Multa Isolada - IRPF (art. 43 L.9430)	27/04/1997
6378		MULTA	IRPJ (art. 43 L.9430)	Multa Isolada - IRPJ (art. 43 L.9430)	27/04/1997
6380		MULTA	IRRF (art. 43 L.9430)	Multa Isolada - IRRF (art. 43 L.9430)	27/04/1997
6393		MULTA	IPI Vinculado (art. 43 L.9430)	Multa Isolada - IPI Vinculado (art. 43 L.9430)	27/04/1997
6405		MULTA	IPI (art. 43 L.9430)	Multa Isolada - IPI (art. 43 L.9430)	27/04/1997
6418		MULTA	IOF (art. 43 L.9430)	Multa Isolada - IOF (art. 43 L.9430)	27/04/1997
6630		MULTA	Multas Previstas na Legislação do Registro de Comércio	Multas Previstas na Legislação do Registro de Comércio	—
6680		MULTA	Omissão/Erro/Atraso - Declaração de Informações sobre Atividades Imobiliárias - 	Multa por Omissão/Erro/Atraso - Declaração de Informações sobre Atividades Imobiliárias - DIMOB	01/12/2004
6744		MULTA	Atraso na Entrega da Declaração de Operações Imobiliárias - DOI	Multa por Atraso na Entrega da Declaração de Operações Imobiliárias - DOI	19/12/2003
6808		MULTA	Omissão/Erro/Atraso Dacon	Multa por Omissão/Erro/Atraso Dacon	10/09/2004
6841		MULTA	falta de comunicação da exclusão do Simples Nacional	Multa por falta de comunicação da exclusão do Simples Nacional	22/01/1998
6882		MULTA	Falta Placa Simples (C/Red)	Multa Falta Placa Simples (C/Red)	22/01/1998
6907		MULTA	Empresas Inativas (Parcelamento)	Multa Empresas Inativas (Parcelamento)	13/03/1998
6939		MULTA	de Ofício - IPI não Lançado com Cobertura de Crédito	Multa de Ofício - IPI não Lançado com Cobertura de Crédito	27/03/2003
7049		MULTA	ITR (art. 43 L.9430)	Multa Isolada - ITR (art. 43 L.9430)	24/08/1998
7118		MULTA	Administrativa Decorrente de Auto de Infração Lavrado por Irregularidades Consta	Multa Administrativa Decorrente de Auto de Infração Lavrado por Irregularidades Constatadas pelo AFT - DJE	21/02/2013
7130		MULTA	Atraso na Entrega da Declaração do Imposto de Renda Pessoa Física - Espólio	Multa por Atraso na Entrega da Declaração do Imposto de Renda Pessoa Física - Espólio	13/06/2003
